SourceImage,Label,CorrectedTo
AS_24hr_BSE_Side_008,855,True
AS_24hr_BSE_Side_008,857,True
AS_24hr_BSE_Side_008,887,True
AS_24hr_BSE_Side_008,905,True
AS_24hr_BSE_Side_008,907,True
AS_24hr_BSE_Side_008,910,True
AS_24hr_BSE_Side_008,912,True
AS_24hr_BSE_Side_008,915,True
AS_24hr_BSE_Side_008,917,True
AS_24hr_BSE_Side_008,918,True
AS_24hr_BSE_Side_008,919,True
AS_24hr_BSE_Side_008,921,True
AS_24hr_BSE_Side_008,922,True
AS_24hr_BSE_Side_008,926,True
AS_24hr_BSE_Side_008,927,True
AS_24hr_BSE_Side_008,938,True
AS_24hr_BSE_Side_008,939,True
AS_24hr_BSE_Side_008,952,True
AS_24hr_BSE_Side_008,953,True
AS_24hr_BSE_Side_008,957,True
AS_24hr_BSE_Side_008,958,True
AS_24hr_BSE_Side_008,962,True
AS_24hr_BSE_Side_008,965,True
AS_24hr_BSE_Side_008,966,True
AS_24hr_BSE_Side_008,969,True
AS_24hr_BSE_Side_008,971,True
AS_24hr_BSE_Side_008,974,True
AS_24hr_BSE_Side_008,975,True
AS_24hr_BSE_Side_008,978,True
AS_24hr_BSE_Side_008,984,True
AS_24hr_BSE_Side_008,986,True
AS_24hr_BSE_Side_008,1000,True
AS_24hr_BSE_Side_008,1020,True
AS_24hr_BSE_Side_008,1033,True
AS_24hr_BSE_Side_008,1037,True
AS_24hr_BSE_Side_008,1038,True
AS_24hr_BSE_Side_008,1048,True
AS_24hr_BSE_Side_008,1052,True
AS_24hr_BSE_Side_008,1056,True
AS_24hr_BSE_Side_008,1060,True
AS_24hr_BSE_Side_008,1068,True
AS_24hr_BSE_Side_008,1078,True
AS_24hr_BSE_Side_008,1080,True
AS_24hr_BSE_Side_008,1093,True
AS_24hr_BSE_Side_008,1094,True
AS_24hr_BSE_Side_008,1098,True
AS_24hr_BSE_Side_008,1100,True
AS_24hr_BSE_Side_008,1104,True
AS_24hr_BSE_Side_008,1112,True
AS_24hr_BSE_Side_008,1120,True
AS_24hr_BSE_Side_008,1125,True
AS_24hr_BSE_Side_008,1134,True
AS_24hr_BSE_Side_008,1136,True
AS_24hr_BSE_Side_008,1182,True
AS_24hr_BSE_Side_008,1212,True
AS_24hr_BSE_Side_008,1244,True
MAR_Amb_HIP_ETD_0005,275,False
Cast_24hr_SE_Side_006,477,True
Cast_24hr_SE_Side_006,471,True
MAR_Amb_AS_ETD_0003,141,erased
MAR_Amb_AS_ETD_0003,120,erased
MAR_Amb_AS_ETD_0003,158,erased
MAR_Amb_AS_ETD_0003,101,erased
MAR_Amb_AS_ETD_0003,140,erased
MAR_Amb_AS_ETD_0003,120,True
MAR_Amb_AS_ETD_0003,101,True
MAR_Amb_AS_ETD_0003,162,True
MAR_Amb_AS_ETD_0003,145,True
MAR_Amb_AS_ETD_0003,158,True
MAR_Amb_AS_ETD_0003,120,True
MAR_Amb_AS_ETD_0003,141,True
MAR_Amb_AS_ETD_0003,174,True
MAR_Amb_AS_ETD_0003,173,True
MAR_Amb_AS_ETD_0003,140,True
MAR_Amb_AS_ETD_0003,138,True
MAR_Amb_AS_ETD_0003,152,True
MAR_Amb_AS_ETD_0003,172,True
MAR_Amb_AS_ETD_0003,116,True
MAR_Amb_AS_ETD_0003,150,True
MAR_Amb_AS_ETD_0003,95,True
MAR_Amb_AS_ETD_0003,134,True
MAR_Amb_AS_ETD_0003,125,True
MAR_Amb_AS_ETD_0003,160,True
MAR_Amb_AS_ETD_0003,2,True
MAR_Amb_AS_ETD_0003,3,True
MAR_Amb_AS_ETD_0003,4,True
MAR_Amb_AS_ETD_0003,5,True
MAR_Amb_AS_ETD_0003,6,True
MAR_Amb_AS_ETD_0003,7,True
MAR_Amb_AS_ETD_0003,9,True
MAR_Amb_AS_ETD_0003,10,True
MAR_Amb_AS_ETD_0003,11,True
MAR_Amb_AS_ETD_0003,12,True
MAR_Amb_AS_ETD_0003,14,True
MAR_Amb_AS_ETD_0003,15,True
MAR_Amb_AS_ETD_0003,16,True
MAR_Amb_AS_ETD_0003,17,True
MAR_Amb_AS_ETD_0003,18,True
MAR_Amb_AS_ETD_0003,20,True
MAR_Amb_AS_ETD_0003,21,True
MAR_Amb_AS_ETD_0003,24,True
MAR_Amb_AS_ETD_0003,25,True
MAR_Amb_AS_ETD_0003,26,True
MAR_Amb_AS_ETD_0003,27,True
MAR_Amb_AS_ETD_0003,28,True
MAR_Amb_AS_ETD_0003,29,True
MAR_Amb_AS_ETD_0003,30,True
MAR_Amb_AS_ETD_0003,32,True
MAR_Amb_AS_ETD_0003,33,True
MAR_Amb_AS_ETD_0003,34,True
MAR_Amb_AS_ETD_0003,36,True
MAR_Amb_AS_ETD_0003,38,True
MAR_Amb_AS_ETD_0003,40,True
MAR_Amb_AS_ETD_0003,41,True
MAR_Amb_AS_ETD_0003,46,True
MAR_Amb_AS_ETD_0003,52,True
MAR_Amb_AS_ETD_0003,67,True
MAR_Amb_AS_ETD_0003,80,True
MAR_Amb_AS_ETD_0003,81,True
MAR_Amb_AS_ETD_0003,82,True
MAR_Amb_AS_ETD_0003,83,True
MAR_Amb_AS_ETD_0003,84,True
MAR_Amb_AS_ETD_0003,97,True
MAR_Amb_AS_ETD_0003,99,True
MAR_Amb_AS_ETD_0003,143,True
MAR_Amb_AS_ETD_0003,257,True
MAR_Amb_AS_ETD_0003,258,True
MAR_Amb_AS_ETD_0003,259,True
MAR_Amb_AS_ETD_0003,260,True
MAR_Amb_AS_ETD_0003,261,True
MAR_Amb_AS_ETD_0003,262,True
MAR_Amb_AS_ETD_0003,263,True
MAR_Amb_AS_ETD_0003,264,True
MAR_Amb_AS_ETD_0003,265,True
MAR_Amb_AS_ETD_0003,266,True
MAR_Amb_AS_ETD_0003,267,True
MAR_Amb_AS_ETD_0003,270,True
MAR_Amb_AS_ETD_0003,271,True
MAR_Amb_AS_ETD_0003,272,True
MAR_Amb_AS_ETD_0003,273,True
MAR_Amb_AS_ETD_0003,274,True
MAR_Amb_AS_ETD_0003,275,True
MAR_Amb_AS_ETD_0003,276,True
MAR_Amb_AS_ETD_0003,277,True
MAR_Amb_AS_ETD_0003,278,True
MAR_Amb_AS_ETD_0003,279,True
MAR_Amb_AS_ETD_0003,280,True
MAR_Amb_AS_ETD_0003,281,True
MAR_Amb_AS_ETD_0003,282,True
MAR_Amb_AS_ETD_0003,283,True
MAR_Amb_AS_ETD_0003,284,True
MAR_Amb_AS_ETD_0003,285,True
MAR_Amb_AS_ETD_0003,286,True
MAR_Amb_AS_ETD_0003,287,True
MAR_Amb_AS_ETD_0003,288,True
MAR_Amb_AS_ETD_0003,289,True
MAR_Amb_AS_ETD_0003,290,True
MAR_Amb_AS_ETD_0003,291,True
MAR_Amb_AS_ETD_0003,292,True
MAR_Amb_AS_ETD_0003,293,True
MAR_Amb_AS_ETD_0003,294,True
MAR_Amb_AS_ETD_0003,295,True
MAR_Amb_AS_ETD_0003,296,True
MAR_Amb_AS_ETD_0003,297,True
MAR_Amb_AS_ETD_0003,298,True
MAR_Amb_AS_ETD_0003,299,True
MAR_Amb_AS_ETD_0003,300,True
MAR_Amb_AS_ETD_0003,301,True
MAR_Amb_AS_ETD_0003,302,True
MAR_Amb_AS_ETD_0003,303,True
MAR_Amb_AS_ETD_0003,304,True
MAR_Amb_AS_ETD_0003,305,True
MAR_Amb_AS_ETD_0003,306,True
MAR_Amb_AS_ETD_0003,307,True
MAR_Amb_AS_ETD_0003,308,True
MAR_Amb_AS_ETD_0003,309,True
MAR_Amb_AS_ETD_0003,311,True
MAR_Amb_AS_ETD_0003,312,True
MAR_Amb_AS_ETD_0003,313,True
MAR_Amb_AS_ETD_0003,314,True
MAR_Amb_AS_ETD_0003,315,True
MAR_Amb_AS_ETD_0003,316,True
MAR_Amb_AS_ETD_0003,317,True
MAR_Amb_AS_ETD_0003,318,True
MAR_Amb_AS_ETD_0003,319,True
MAR_Amb_AS_ETD_0003,320,True
MAR_Amb_AS_ETD_0003,321,True
MAR_Amb_AS_ETD_0003,322,True
MAR_Amb_AS_ETD_0003,323,True
MAR_Amb_AS_ETD_0003,324,True
MAR_Amb_AS_ETD_0003,325,True
MAR_Amb_AS_ETD_0003,326,True
MAR_Amb_AS_ETD_0003,327,True
MAR_Amb_AS_ETD_0003,328,True
MAR_Amb_AS_ETD_0003,329,True
MAR_Amb_AS_ETD_0003,330,True
MAR_Amb_AS_ETD_0003,331,True
MAR_Amb_AS_ETD_0003,332,True
MAR_Amb_AS_ETD_0003,334,True
MAR_Amb_AS_ETD_0003,336,True
MAR_Amb_AS_ETD_0003,338,True
MAR_Amb_AS_ETD_0003,340,True
MAR_Amb_AS_ETD_0003,341,True
MAR_Amb_AS_ETD_0003,342,True
MAR_Amb_AS_ETD_0003,345,True
MAR_Amb_AS_ETD_0003,365,True
MAR_Amb_AS_ETD_0003,366,True
MAR_Amb_AS_ETD_0003,367,True
MAR_Amb_AS_ETD_0003,368,True
MAR_Amb_AS_ETD_0003,369,True
MAR_Amb_AS_ETD_0003,370,True
MAR_Amb_AS_ETD_0003,371,True
MAR_Amb_AS_ETD_0003,372,True
MAR_Amb_AS_ETD_0003,374,True
MAR_Amb_AS_ETD_0003,375,True
MAR_Amb_AS_ETD_0003,376,True
MAR_Amb_AS_ETD_0003,377,True
MAR_Amb_AS_ETD_0003,378,True
MAR_Amb_AS_ETD_0003,379,True
MAR_Amb_AS_ETD_0003,380,True
MAR_Amb_AS_ETD_0003,381,True
MAR_Amb_AS_ETD_0003,384,True
MAR_Amb_AS_ETD_0003,388,True
MAR_Amb_AS_ETD_0003,389,True
MAR_Amb_AS_ETD_0003,397,True
MAR_Amb_AS_ETD_0003,439,True
MAR_Amb_AS_ETD_0003,440,True
MAR_Amb_AS_ETD_0003,453,True
MAR_Amb_AS_ETD_0003,455,True
MAR_Amb_AS_ETD_0003,1,erased
MAR_Amb_AS_ETD_0003,4,erased
MAR_Amb_AS_ETD_0003,5,erased
MAR_Amb_AS_ETD_0003,8,erased
MAR_Amb_AS_ETD_0003,11,erased
MAR_Amb_AS_ETD_0003,13,erased
MAR_Amb_AS_ETD_0003,16,erased
MAR_Amb_AS_ETD_0003,18,erased
MAR_Amb_AS_ETD_0003,19,erased
MAR_Amb_AS_ETD_0003,21,erased
MAR_Amb_AS_ETD_0003,22,erased
MAR_Amb_AS_ETD_0003,23,erased
MAR_Amb_AS_ETD_0003,28,erased
MAR_Amb_AS_ETD_0003,31,erased
MAR_Amb_AS_ETD_0003,33,erased
MAR_Amb_AS_ETD_0003,35,erased
MAR_Amb_AS_ETD_0003,36,erased
MAR_Amb_AS_ETD_0003,37,erased
MAR_Amb_AS_ETD_0003,39,erased
MAR_Amb_AS_ETD_0003,42,erased
MAR_Amb_AS_ETD_0003,43,erased
MAR_Amb_AS_ETD_0003,45,erased
MAR_Amb_AS_ETD_0003,47,erased
MAR_Amb_AS_ETD_0003,48,erased
MAR_Amb_AS_ETD_0003,49,erased
MAR_Amb_AS_ETD_0003,50,erased
MAR_Amb_AS_ETD_0003,51,erased
MAR_Amb_AS_ETD_0003,54,erased
MAR_Amb_AS_ETD_0003,56,erased
MAR_Amb_AS_ETD_0003,59,erased
MAR_Amb_AS_ETD_0003,60,erased
MAR_Amb_AS_ETD_0003,61,erased
MAR_Amb_AS_ETD_0003,62,erased
MAR_Amb_AS_ETD_0003,63,erased
MAR_Amb_AS_ETD_0003,64,erased
MAR_Amb_AS_ETD_0003,65,erased
MAR_Amb_AS_ETD_0003,66,erased
MAR_Amb_AS_ETD_0003,67,erased
MAR_Amb_AS_ETD_0003,68,erased
MAR_Amb_AS_ETD_0003,69,erased
MAR_Amb_AS_ETD_0003,70,erased
MAR_Amb_AS_ETD_0003,71,erased
MAR_Amb_AS_ETD_0003,72,erased
MAR_Amb_AS_ETD_0003,73,erased
MAR_Amb_AS_ETD_0003,74,erased
MAR_Amb_AS_ETD_0003,75,erased
MAR_Amb_AS_ETD_0003,76,erased
MAR_Amb_AS_ETD_0003,77,erased
MAR_Amb_AS_ETD_0003,78,erased
MAR_Amb_AS_ETD_0003,79,erased
MAR_Amb_AS_ETD_0003,186,erased
MAR_Amb_AS_ETD_0003,187,erased
MAR_Amb_AS_ETD_0003,188,erased
MAR_Amb_AS_ETD_0003,189,erased
MAR_Amb_AS_ETD_0003,190,erased
MAR_Amb_AS_ETD_0003,191,erased
MAR_Amb_AS_ETD_0003,192,erased
MAR_Amb_AS_ETD_0003,193,erased
MAR_Amb_AS_ETD_0003,194,erased
MAR_Amb_AS_ETD_0003,195,erased
MAR_Amb_AS_ETD_0003,196,erased
MAR_Amb_AS_ETD_0003,197,erased
MAR_Amb_AS_ETD_0003,198,erased
MAR_Amb_AS_ETD_0003,199,erased
MAR_Amb_AS_ETD_0003,200,erased
MAR_Amb_AS_ETD_0003,201,erased
MAR_Amb_AS_ETD_0003,202,erased
MAR_Amb_AS_ETD_0003,203,erased
MAR_Amb_AS_ETD_0003,204,erased
MAR_Amb_AS_ETD_0003,205,erased
MAR_Amb_AS_ETD_0003,206,erased
MAR_Amb_AS_ETD_0003,207,erased
MAR_Amb_AS_ETD_0003,208,erased
MAR_Amb_AS_ETD_0003,209,erased
MAR_Amb_AS_ETD_0003,210,erased
MAR_Amb_AS_ETD_0003,211,erased
MAR_Amb_AS_ETD_0003,212,erased
MAR_Amb_AS_ETD_0003,213,erased
MAR_Amb_AS_ETD_0003,214,erased
MAR_Amb_AS_ETD_0003,215,erased
MAR_Amb_AS_ETD_0003,216,erased
MAR_Amb_AS_ETD_0003,217,erased
MAR_Amb_AS_ETD_0003,218,erased
MAR_Amb_AS_ETD_0003,219,erased
MAR_Amb_AS_ETD_0003,220,erased
MAR_Amb_AS_ETD_0003,221,erased
MAR_Amb_AS_ETD_0003,222,erased
MAR_Amb_AS_ETD_0003,223,erased
MAR_Amb_AS_ETD_0003,224,erased
MAR_Amb_AS_ETD_0003,225,erased
MAR_Amb_AS_ETD_0003,226,erased
MAR_Amb_AS_ETD_0003,227,erased
MAR_Amb_AS_ETD_0003,228,erased
MAR_Amb_AS_ETD_0003,229,erased
MAR_Amb_AS_ETD_0003,230,erased
MAR_Amb_AS_ETD_0003,231,erased
MAR_Amb_AS_ETD_0003,232,erased
MAR_Amb_AS_ETD_0003,233,erased
MAR_Amb_AS_ETD_0003,234,erased
MAR_Amb_AS_ETD_0003,235,erased
MAR_Amb_AS_ETD_0003,236,erased
MAR_Amb_AS_ETD_0003,237,erased
MAR_Amb_AS_ETD_0003,238,erased
MAR_Amb_AS_ETD_0003,239,erased
MAR_Amb_AS_ETD_0003,240,erased
MAR_Amb_AS_ETD_0003,241,erased
MAR_Amb_AS_ETD_0003,242,erased
MAR_Amb_AS_ETD_0003,243,erased
MAR_Amb_AS_ETD_0003,244,erased
MAR_Amb_AS_ETD_0003,245,erased
MAR_Amb_AS_ETD_0003,246,erased
MAR_Amb_AS_ETD_0003,247,erased
MAR_Amb_AS_ETD_0003,248,erased
MAR_Amb_AS_ETD_0003,249,erased
MAR_Amb_AS_ETD_0003,250,erased
MAR_Amb_AS_ETD_0003,251,erased
MAR_Amb_AS_ETD_0003,252,erased
MAR_Amb_AS_ETD_0003,253,erased
MAR_Amb_AS_ETD_0003,254,erased
MAR_Amb_AS_ETD_0003,255,erased
MAR_Amb_AS_ETD_0003,256,erased
MAR_Amb_AS_ETD_0003,354,erased
MAR_Amb_AS_ETD_0003,355,erased
MAR_Amb_AS_ETD_0003,373,erased
MAR_Amb_AS_ETD_0003,382,erased
MAR_Amb_AS_ETD_0003,383,erased
MAR_Amb_AS_ETD_0003,385,erased
MAR_Amb_AS_ETD_0003,386,erased
MAR_Amb_AS_ETD_0003,387,erased
MAR_Amb_AS_ETD_0003,390,erased
MAR_Amb_AS_ETD_0003,391,erased
MAR_Amb_AS_ETD_0003,392,erased
MAR_Amb_AS_ETD_0003,393,erased
MAR_Amb_AS_ETD_0003,394,erased
MAR_Amb_AS_ETD_0003,398,erased
MAR_Amb_AS_ETD_0003,399,erased
MAR_Amb_AS_ETD_0003,400,erased
MAR_Amb_AS_ETD_0003,401,erased
MAR_Amb_AS_ETD_0003,402,erased
MAR_Amb_AS_ETD_0003,404,erased
MAR_Amb_AS_ETD_0003,405,erased
MAR_Amb_AS_ETD_0003,406,erased
MAR_Amb_AS_ETD_0003,407,erased
MAR_Amb_AS_ETD_0003,408,erased
MAR_Amb_AS_ETD_0003,409,erased
MAR_Amb_AS_ETD_0003,410,erased
MAR_Amb_AS_ETD_0003,411,erased
MAR_Amb_AS_ETD_0003,412,erased
MAR_Amb_AS_ETD_0003,413,erased
MAR_Amb_AS_ETD_0003,414,erased
MAR_Amb_AS_ETD_0003,415,erased
MAR_Amb_AS_ETD_0003,416,erased
MAR_Amb_AS_ETD_0003,417,erased
MAR_Amb_AS_ETD_0003,418,erased
MAR_Amb_AS_ETD_0003,419,erased
MAR_Amb_AS_ETD_0003,420,erased
MAR_Amb_AS_ETD_0003,421,erased
MAR_Amb_AS_ETD_0003,422,erased
MAR_Amb_AS_ETD_0003,423,erased
MAR_Amb_AS_ETD_0003,424,erased
MAR_Amb_AS_ETD_0003,425,erased
MAR_Amb_AS_ETD_0003,426,erased
MAR_Amb_AS_ETD_0003,427,erased
MAR_Amb_AS_ETD_0003,428,erased
MAR_Amb_AS_ETD_0003,429,erased
MAR_Amb_AS_ETD_0003,430,erased
MAR_Amb_AS_ETD_0003,431,erased
MAR_Amb_AS_ETD_0003,432,erased
MAR_Amb_AS_ETD_0003,433,erased
MAR_Amb_AS_ETD_0003,434,erased
MAR_Amb_AS_ETD_0003,435,erased
MAR_Amb_AS_ETD_0003,436,erased
MAR_Amb_AS_ETD_0003,437,erased
MAR_Amb_AS_ETD_0003,438,erased
MAR_Amb_AS_ETD_0003,441,erased
MAR_Amb_AS_ETD_0003,442,erased
MAR_Amb_AS_ETD_0003,443,erased
MAR_Amb_AS_ETD_0003,444,erased
MAR_Amb_AS_ETD_0003,445,erased
MAR_Amb_AS_ETD_0003,446,erased
MAR_Amb_AS_ETD_0003,447,erased
MAR_Amb_AS_ETD_0003,448,erased
MAR_Amb_AS_ETD_0003,449,erased
MAR_Amb_AS_ETD_0003,450,erased
MAR_Amb_AS_ETD_0003,451,erased
MAR_Amb_AS_ETD_0003,454,erased
MAR_Amb_AS_ETD_0003,455,erased
MAR_Amb_HIP_CBS_0010,22,True
MAR_Amb_HIP_CBS_0010,25,True
MAR_Amb_HIP_CBS_0010,59,True
MAR_Amb_HIP_CBS_0010,73,True
MAR_Amb_HIP_CBS_0010,76,True
MAR_Amb_HIP_CBS_0010,78,True
MAR_Amb_HIP_CBS_0010,83,True
MAR_Amb_HIP_CBS_0010,91,True
MAR_Amb_HIP_CBS_0010,99,True
MAR_Amb_HIP_CBS_0010,102,True
MAR_Amb_HIP_CBS_0010,117,True
MAR_Amb_HIP_CBS_0010,151,True
MAR_Amb_HIP_CBS_0010,161,True
MAR_Amb_HIP_CBS_0010,165,True
MAR_Amb_HIP_CBS_0010,166,True
MAR_Amb_HIP_CBS_0010,169,True
MAR_Amb_HIP_CBS_0010,181,True
MAR_Amb_HIP_CBS_0010,267,True
MAR_Amb_HIP_CBS_0010,290,True
MAR_Amb_HIP_CBS_0010,304,True
MAR_Amb_HIP_CBS_0010,310,True
MAR_Amb_HIP_CBS_0010,315,True
MAR_Amb_HIP_CBS_0010,327,True
MAR_Amb_HIP_CBS_0010,335,True
MAR_Amb_HIP_CBS_0010,339,True
MAR_Amb_HIP_CBS_0010,375,True
MAR_Amb_HIP_CBS_0010,385,True
MAR_Amb_HIP_CBS_0010,392,True
MAR_Amb_HIP_CBS_0010,397,True
MAR_Amb_HIP_CBS_0010,398,True
MAR_Amb_HIP_CBS_0010,400,True
MAR_Amb_HIP_CBS_0010,402,True
MAR_Amb_HIP_CBS_0010,405,True
MAR_Amb_HIP_CBS_0010,408,True
MAR_Amb_HIP_CBS_0010,409,True
MAR_Amb_HIP_CBS_0010,410,True
MAR_Amb_HIP_CBS_0010,414,True
MAR_Amb_HIP_CBS_0010,416,True
MAR_Amb_HIP_CBS_0010,417,True
MAR_Amb_HIP_CBS_0010,421,True
MAR_Amb_HIP_CBS_0010,422,True
MAR_Amb_HIP_CBS_0010,424,True
MAR_Amb_HIP_CBS_0010,438,True
MAR_Amb_HIP_CBS_0010,441,True
MAR_Amb_HIP_CBS_0010,447,True
MAR_Amb_HIP_CBS_0010,459,True
MAR_Amb_HIP_CBS_0010,460,True
MAR_Amb_HIP_CBS_0010,469,True
MAR_Amb_HIP_CBS_0010,482,True
MAR_Amb_HIP_CBS_0010,489,True
MAR_Amb_HIP_CBS_0010,494,True
MAR_Amb_HIP_CBS_0010,580,True
MAR_Amb_HIP_CBS_0010,581,True
MAR_Amb_HIP_CBS_0010,582,True
MAR_Amb_HIP_CBS_0010,602,True
MAR_Amb_HIP_CBS_0010,22,True
MAR_Amb_HIP_CBS_0010,117,True
MAR_Amb_HIP_CBS_0010,152,True
MAR_Amb_HIP_CBS_0010,165,True
MAR_Amb_HIP_CBS_0010,375,True
MAR_Amb_HIP_CBS_0010,385,True
MAR_Amb_HIP_CBS_0010,267,True
MAR_Amb_HIP_CBS_0010,409,True
MAR_Amb_HIP_CBS_0010,482,True
MAR_Amb_HIP_CBS_0010,482,True
MAR_Amb_HIP_CBS_0010,447,True
MAR_Amb_HIP_CBS_0010,438,True
MAR_Amb_HIP_CBS_0010,37,True
MAR_Amb_HIP_CBS_0010,77,True
MAR_Amb_HIP_CBS_0010,98,True
MAR_Amb_HIP_CBS_0010,101,True
MAR_Amb_HIP_CBS_0010,148,True
MAR_Amb_HIP_CBS_0010,74,True
MAR_Amb_HIP_CBS_0010,40,True
MAR_Amb_HIP_CBS_0010,185,True
MAR_Amb_HIP_CBS_0010,137,True
MAR_Amb_HIP_CBS_0010,146,True
MAR_Amb_HIP_CBS_0010,313,True
MAR_Amb_HIP_ETD_0007,37,True
MAR_Amb_HIP_ETD_0007,71,True
MAR_Amb_HIP_ETD_0007,76,True
MAR_Amb_HIP_ETD_0007,79,True
MAR_Amb_HIP_ETD_0007,86,True
MAR_Amb_HIP_ETD_0007,88,True
MAR_Amb_HIP_ETD_0007,90,True
MAR_Amb_HIP_ETD_0007,121,True
MAR_Amb_HIP_ETD_0007,43,True
MAR_Amb_HIP_ETD_0007,85,True
MAR_Amb_HIP_ETD_0007,50,True
MAR_Amb_HIP_ETD_0007,49,True
MAR_Amb_HIP_ETD_0007,57,True
MAR_Amb_HIP_ETD_0007,107,True
MAR_Amb_HIP_ETD_0007,70,True
MAR_Amb_HIP_ETD_0007,52,True
MAR_Amb_HIP_ETD_0007,60,True
MAR_Amb_HIP_ETD_0007,38,True
MAR_Amb_HIP_ETD_0007,41,True
MAR_Amb_HIP_ETD_0007,62,True
MAR_Amb_HIP_ETD_0007,59,True
MAR_Amb_HIP_ETD_0007,54,True
MAR_Amb_HIP_ETD_0007,67,True
MAR_Amb_HIP_ETD_0007,37,True
MAR_Amb_HIP_ETD_0007,38,True
MAR_Amb_HIP_ETD_0007,41,True
MAR_Amb_HIP_ETD_0007,43,True
MAR_Amb_HIP_ETD_0007,46,True
MAR_Amb_HIP_ETD_0007,48,True
MAR_Amb_HIP_ETD_0007,49,True
MAR_Amb_HIP_ETD_0007,50,True
MAR_Amb_HIP_ETD_0007,52,True
MAR_Amb_HIP_ETD_0007,60,True
MAR_Amb_HIP_ETD_0007,65,True
MAR_Amb_HIP_ETD_0007,70,True
MAR_Amb_HIP_ETD_0007,78,True
MAR_Amb_HIP_ETD_0007,2134,True
MAR_Amb_HIP_ETD_0007,2137,True
MAR_Amb_HIP_ETD_0007,2146,True
MAR_Amb_AS_CBS_0003,684,True
MAR_Amb_AS_CBS_0003,1142,True
MAR_Amb_AS_CBS_0003,684,True
MAR_Amb_AS_CBS_0003,1052,True
MAR_Amb_AS_CBS_0003,948,True
MAR_Amb_AS_CBS_0003,1020,True
MAR_Amb_AS_CBS_0003,1012,True
MAR_Amb_AS_CBS_0003,1146,True
MAR_Amb_AS_CBS_0003,1163,True
MAR_Amb_AS_CBS_0003,730,True
MAR_Amb_AS_CBS_0003,1106,True
MAR_Amb_AS_CBS_0003,828,True
MAR_Amb_AS_CBS_0003,3,True
MAR_Amb_AS_CBS_0003,4,True
MAR_Amb_AS_CBS_0003,5,True
MAR_Amb_AS_CBS_0003,8,True
MAR_Amb_AS_CBS_0003,9,True
MAR_Amb_AS_CBS_0003,11,True
MAR_Amb_AS_CBS_0003,12,True
MAR_Amb_AS_CBS_0003,13,True
MAR_Amb_AS_CBS_0003,14,True
MAR_Amb_AS_CBS_0003,15,True
MAR_Amb_AS_CBS_0003,16,True
MAR_Amb_AS_CBS_0003,17,True
MAR_Amb_AS_CBS_0003,18,True
MAR_Amb_AS_CBS_0003,19,True
MAR_Amb_AS_CBS_0003,21,True
MAR_Amb_AS_CBS_0003,22,True
MAR_Amb_AS_CBS_0003,23,True
MAR_Amb_AS_CBS_0003,24,True
MAR_Amb_AS_CBS_0003,25,True
MAR_Amb_AS_CBS_0003,26,True
MAR_Amb_AS_CBS_0003,27,True
MAR_Amb_AS_CBS_0003,28,True
MAR_Amb_AS_CBS_0003,29,True
MAR_Amb_AS_CBS_0003,30,True
MAR_Amb_AS_CBS_0003,31,True
MAR_Amb_AS_CBS_0003,32,True
MAR_Amb_AS_CBS_0003,33,True
MAR_Amb_AS_CBS_0003,34,True
MAR_Amb_AS_CBS_0003,35,True
MAR_Amb_AS_CBS_0003,36,True
MAR_Amb_AS_CBS_0003,37,True
MAR_Amb_AS_CBS_0003,39,True
MAR_Amb_AS_CBS_0003,40,True
MAR_Amb_AS_CBS_0003,41,True
MAR_Amb_AS_CBS_0003,42,True
MAR_Amb_AS_CBS_0003,43,True
MAR_Amb_AS_CBS_0003,45,True
MAR_Amb_AS_CBS_0003,47,True
MAR_Amb_AS_CBS_0003,48,True
MAR_Amb_AS_CBS_0003,49,True
MAR_Amb_AS_CBS_0003,50,True
MAR_Amb_AS_CBS_0003,51,True
MAR_Amb_AS_CBS_0003,52,True
MAR_Amb_AS_CBS_0003,53,True
MAR_Amb_AS_CBS_0003,55,True
MAR_Amb_AS_CBS_0003,56,True
MAR_Amb_AS_CBS_0003,57,True
MAR_Amb_AS_CBS_0003,58,True
MAR_Amb_AS_CBS_0003,59,True
MAR_Amb_AS_CBS_0003,60,True
MAR_Amb_AS_CBS_0003,61,True
MAR_Amb_AS_CBS_0003,62,True
MAR_Amb_AS_CBS_0003,63,True
MAR_Amb_AS_CBS_0003,65,True
MAR_Amb_AS_CBS_0003,66,True
MAR_Amb_AS_CBS_0003,67,True
MAR_Amb_AS_CBS_0003,69,True
MAR_Amb_AS_CBS_0003,70,True
MAR_Amb_AS_CBS_0003,72,True
MAR_Amb_AS_CBS_0003,73,True
MAR_Amb_AS_CBS_0003,74,True
MAR_Amb_AS_CBS_0003,75,True
MAR_Amb_AS_CBS_0003,76,True
MAR_Amb_AS_CBS_0003,78,True
MAR_Amb_AS_CBS_0003,79,True
MAR_Amb_AS_CBS_0003,80,True
MAR_Amb_AS_CBS_0003,81,True
MAR_Amb_AS_CBS_0003,83,True
MAR_Amb_AS_CBS_0003,84,True
MAR_Amb_AS_CBS_0003,86,True
MAR_Amb_AS_CBS_0003,87,True
MAR_Amb_AS_CBS_0003,89,True
MAR_Amb_AS_CBS_0003,91,True
MAR_Amb_AS_CBS_0003,93,True
MAR_Amb_AS_CBS_0003,96,True
MAR_Amb_AS_CBS_0003,97,True
MAR_Amb_AS_CBS_0003,98,True
MAR_Amb_AS_CBS_0003,100,True
MAR_Amb_AS_CBS_0003,101,True
MAR_Amb_AS_CBS_0003,102,True
